@relation BOOKKEEPER_2_TestingSet.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
66,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
188,39,5.571428571428571,13,38,5.428571428571429,21,37,5.285714285714286,18,7,2,2,NO
582,30,5.0,10,24,4.0,9,18,3.0,7,6,2,3,NO
158,2,2.0,2,2,2.0,2,0,0.0,0,1,1,1,NO
50,4,4.0,4,0,0.0,0,4,4.0,4,1,1,1,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
928,207,23.0,93,67,7.444444444444445,21,150,16.666666666666668,72,9,1,2,NO
60,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
62,2,2.0,2,2,2.0,2,0,0.0,0,1,1,1,NO
87,4,4.0,4,5,5.0,5,1,1.0,1,1,1,1,NO
52,1,1.0,1,1,1.0,1,0,0.0,0,1,1,1,NO
268,270,90.0,240,2,0.6666666666666666,1,268,89.33333333333333,240,3,0,2,NO
163,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
109,19,19.0,19,1,1.0,1,18,18.0,18,1,1,1,NO
147,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
58,1,1.0,1,1,1.0,1,0,0.0,0,1,0,1,NO
44,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
106,108,108.0,108,0,0.0,0,108,108.0,108,1,0,1,NO
139,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
326,44,11.0,11,0,0.0,0,44,11.0,11,4,0,1,NO
648,121,12.1,73,55,5.5,18,104,10.4,66,10,4,3,NO
778,319,24.53846153846154,101,341,26.23076923076923,221,330,25.384615384615383,145,13,1,3,NO
314,122,40.666666666666664,111,24,8.0,12,102,34.0,99,3,1,2,NO
55,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
191,7,7.0,7,0,0.0,0,7,7.0,7,1,0,1,NO
90,38,19.0,25,13,6.5,11,25,12.5,14,2,0,1,NO
273,285,71.25,274,12,3.0,7,281,70.25,274,4,0,1,NO
137,16,4.0,9,29,7.25,24,19,4.75,15,4,0,2,NO
79,13,4.333333333333333,6,15,5.0,10,6,2.0,4,3,0,2,NO
82,0,0.0,0,2,2.0,2,2,2.0,2,1,0,1,NO
147,168,33.6,112,21,4.2,19,147,29.4,112,5,0,2,NO
422,517,129.25,298,95,23.75,89,422,105.5,298,4,0,1,NO
978,338,28.166666666666668,164,265,22.083333333333332,77,185,15.416666666666666,91,12,3,3,NO
467,273,30.333333333333332,154,118,13.11111111111111,52,181,20.11111111111111,102,9,1,3,NO
189,56,18.666666666666668,42,38,12.666666666666666,32,60,20.0,38,3,0,2,NO
153,2,1.0,1,2,1.0,1,0,0.0,0,2,0,2,NO
84,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
182,60,12.0,42,47,9.4,32,55,11.0,34,5,0,3,NO
358,438,36.5,139,269,22.416666666666668,139,425,35.416666666666664,122,12,4,3,NO
126,9,3.0,4,10,3.3333333333333335,5,1,0.3333333333333333,1,3,0,2,NO
106,31,15.5,28,4,2.0,3,27,13.5,27,2,1,1,NO
109,36,18.0,30,17,8.5,15,19,9.5,15,2,0,1,NO
85,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
236,117,29.25,54,4,1.0,4,119,29.75,54,4,0,2,NO
314,74,18.5,36,36,9.0,36,110,27.5,36,4,3,1,NO
694,153,25.5,50,8,1.3333333333333333,7,145,24.166666666666668,50,6,0,3,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
89,3,3.0,3,2,2.0,2,1,1.0,1,1,0,1,NO
301,203,29.0,129,185,26.428571428571427,150,234,33.42857142857143,123,7,0,3,NO
153,49,9.8,25,71,14.2,34,34,6.8,19,5,1,3,NO
92,97,24.25,72,5,1.25,5,102,25.5,72,4,0,2,NO
466,128,25.6,102,169,33.8,113,53,10.6,30,5,1,3,NO
93,98,24.5,72,5,1.25,5,103,25.75,72,4,0,2,NO
244,78,15.6,53,43,8.6,18,57,11.4,35,5,0,3,NO
192,135,67.5,96,90,45.0,84,135,67.5,90,2,0,2,NO
250,236,59.0,145,84,21.0,39,168,42.0,109,4,0,2,NO
109,109,36.333333333333336,64,0,0.0,0,109,36.333333333333336,64,3,0,1,NO
601,752,376.0,691,151,75.5,151,781,390.5,691,2,0,2,NO
565,627,48.23076923076923,394,62,4.769230769230769,21,567,43.61538461538461,394,13,0,3,NO
69,72,36.0,65,3,1.5,3,69,34.5,65,2,0,1,NO
77,77,77.0,77,0,0.0,0,77,77.0,77,1,0,1,NO
94,94,94.0,94,0,0.0,0,94,94.0,94,1,0,1,NO
337,337,337.0,337,0,0.0,0,337,337.0,337,1,0,1,NO
214,214,214.0,214,0,0.0,0,214,214.0,214,1,0,1,NO
79,79,79.0,79,0,0.0,0,79,79.0,79,1,0,1,NO
25,25,25.0,25,0,0.0,0,25,25.0,25,1,0,1,NO
84,84,84.0,84,0,0.0,0,84,84.0,84,1,0,1,NO
34,34,34.0,34,0,0.0,0,34,34.0,34,1,0,1,NO
33,33,33.0,33,0,0.0,0,33,33.0,33,1,0,1,NO
104,104,104.0,104,0,0.0,0,104,104.0,104,1,0,1,NO
172,172,172.0,172,0,0.0,0,172,172.0,172,1,0,1,NO
70,70,70.0,70,0,0.0,0,70,70.0,70,1,0,1,NO
140,140,140.0,140,0,0.0,0,140,140.0,140,1,0,1,NO
154,154,154.0,154,0,0.0,0,154,154.0,154,1,0,1,NO
248,13,13.0,13,1,1.0,1,12,12.0,12,1,1,1,NO
275,62,31.0,41,14,7.0,7,48,24.0,34,2,0,1,NO
176,4,4.0,4,0,0.0,0,4,4.0,4,1,0,1,NO
624,141,14.1,49,24,2.4,6,121,12.1,46,10,2,3,NO
91,3,3.0,3,2,2.0,2,1,1.0,1,1,0,1,NO
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
132,1,1.0,1,1,1.0,1,0,0.0,0,1,0,1,NO
4088,4114,587.7142857142857,1493,26,3.7142857142857144,13,4088,584.0,1493,7,0,2,NO
558,33,16.5,31,4,2.0,4,33,16.5,31,2,0,2,NO
727,89,12.714285714285714,43,56,8.0,23,49,7.0,30,7,2,3,NO
150,4,4.0,4,2,2.0,2,2,2.0,2,1,1,1,NO
503,577,144.25,234,74,18.5,62,503,125.75,234,4,0,1,NO
325,415,69.16666666666667,269,90,15.0,83,325,54.166666666666664,269,6,0,2,NO
273,293,48.833333333333336,267,20,3.3333333333333335,9,287,47.833333333333336,267,6,1,2,NO
136,142,47.333333333333336,139,6,2.0,5,142,47.333333333333336,139,3,0,2,NO
56,56,56.0,56,0,0.0,0,56,56.0,56,1,0,1,NO
74,81,27.0,63,7,2.3333333333333335,7,74,24.666666666666668,63,3,0,2,NO
357,466,58.25,289,109,13.625,87,359,44.875,289,8,0,1,NO
174,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
148,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
92,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
45,46,23.0,45,1,0.5,1,45,22.5,45,2,0,1,NO
168,171,85.5,166,3,1.5,3,168,84.0,166,2,0,2,NO
77,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
664,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
88,33,33.0,33,0,0.0,0,33,33.0,33,1,0,1,NO
260,13,4.333333333333333,9,9,3.0,4,6,2.0,5,3,1,3,NO
54,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,15,15.0,15,5,5.0,5,10,10.0,10,1,1,1,NO
140,42,21.0,33,0,0.0,0,42,21.0,33,2,0,2,NO
152,152,76.0,129,0,0.0,0,152,76.0,129,2,0,1,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
131,131,131.0,131,0,0.0,0,131,131.0,131,1,0,1,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
129,64,32.0,60,4,2.0,2,60,30.0,58,2,0,2,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
243,182,45.5,90,33,8.25,31,193,48.25,88,4,1,2,NO
62,63,31.5,32,1,0.5,1,62,31.0,32,2,0,1,NO
45,45,45.0,45,0,0.0,0,45,45.0,45,1,0,1,NO
94,94,94.0,94,0,0.0,0,94,94.0,94,1,1,1,NO
72,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
42,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
89,28,14.0,26,2,1.0,1,26,13.0,25,2,0,1,NO
380,63,21.0,35,1,0.3333333333333333,1,62,20.666666666666668,34,3,0,2,NO
138,4,4.0,4,2,2.0,2,2,2.0,2,1,1,1,NO
142,5,2.5,3,4,2.0,3,3,1.5,2,2,1,1,NO
191,5,5.0,5,4,4.0,4,1,1.0,1,1,1,1,NO
46,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
165,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
171,12,6.0,9,3,1.5,3,9,4.5,9,2,0,1,NO
56,10,10.0,10,12,12.0,12,2,2.0,2,1,0,1,NO
179,35,11.666666666666666,20,4,1.3333333333333333,2,31,10.333333333333334,18,3,0,2,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
34,34,34.0,34,0,0.0,0,34,34.0,34,1,0,1,NO
34,34,34.0,34,0,0.0,0,34,34.0,34,1,0,1,NO
38,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
39,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
156,156,156.0,156,0,0.0,0,156,156.0,156,1,0,1,NO
84,84,84.0,84,0,0.0,0,84,84.0,84,1,0,1,NO
117,75,25.0,41,54,18.0,43,33,11.0,27,3,0,2,NO
94,13,6.5,11,7,3.5,4,10,5.0,8,2,0,1,NO
71,18,9.0,11,18,9.0,14,6,3.0,3,2,0,2,NO
183,163,23.285714285714285,97,322,46.0,297,253,36.142857142857146,200,7,0,2,NO
85,26,13.0,17,25,12.5,18,3,1.5,2,2,0,2,NO
183,183,91.5,139,0,0.0,0,183,91.5,139,2,0,1,NO
70,71,35.5,70,1,0.5,1,70,35.0,70,2,0,1,NO
54,54,54.0,54,0,0.0,0,54,54.0,54,1,0,1,NO
160,160,160.0,160,0,0.0,0,160,160.0,160,1,0,1,NO
125,105,11.666666666666666,29,343,38.111111111111114,309,360,40.0,296,9,1,2,NO
151,119,19.833333333333332,45,210,35.0,189,211,35.166666666666664,150,6,1,2,NO
421,273,30.333333333333332,73,534,59.333333333333336,489,571,63.44444444444444,416,9,1,2,NO
219,222,55.5,198,3,0.75,3,219,54.75,198,4,0,2,NO
50,50,50.0,50,0,0.0,0,50,50.0,50,1,0,1,NO
42,42,21.0,25,0,0.0,0,42,21.0,25,2,0,2,NO
624,624,312.0,621,0,0.0,0,624,312.0,621,2,0,1,NO
377,402,134.0,363,25,8.333333333333334,22,377,125.66666666666667,363,3,0,1,NO
383,384,192.0,378,1,0.5,1,383,191.5,378,2,0,1,NO
72,72,72.0,72,0,0.0,0,72,72.0,72,1,0,1,NO
92,92,92.0,92,0,0.0,0,92,92.0,92,1,0,1,NO
284,284,142.0,261,0,0.0,0,284,142.0,261,2,0,1,NO
371,371,371.0,371,0,0.0,0,371,371.0,371,1,0,1,NO
47,47,47.0,47,0,0.0,0,47,47.0,47,1,0,1,NO
108,108,54.0,101,0,0.0,0,108,54.0,101,2,0,1,NO
111,111,111.0,111,0,0.0,0,111,111.0,111,1,0,1,NO
319,319,106.33333333333333,298,0,0.0,0,319,106.33333333333333,298,3,0,1,NO
129,653,217.66666666666666,622,524,174.66666666666666,521,1153,384.3333333333333,622,3,0,1,NO
49,49,49.0,49,0,0.0,0,49,49.0,49,1,0,1,NO
358,364,91.0,308,6,1.5,4,358,89.5,308,4,0,1,NO
277,774,154.8,538,497,99.4,458,863,172.6,538,5,0,1,NO
49,49,24.5,46,0,0.0,0,49,24.5,46,2,0,1,NO
89,89,89.0,89,0,0.0,0,89,89.0,89,1,0,1,NO
41,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
66,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
24,24,24.0,24,0,0.0,0,24,24.0,24,1,0,1,NO
50,50,50.0,50,0,0.0,0,50,50.0,50,1,0,1,NO
72,81,40.5,72,9,4.5,9,72,36.0,72,2,0,1,NO
47,47,47.0,47,0,0.0,0,47,47.0,47,1,0,1,NO
47,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
183,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
49,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
50,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
143,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
43,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
42,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
56,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
44,44,44.0,44,0,0.0,0,44,44.0,44,1,0,1,NO
26,26,26.0,26,0,0.0,0,26,26.0,26,1,0,1,NO
254,105,17.5,42,13,2.1666666666666665,11,92,15.333333333333334,42,6,0,2,NO
16883,12633,902.3571428571429,4082,2273,162.35714285714286,1391,10362,740.1428571428571,2691,14,1,2,NO
74,74,74.0,74,0,0.0,0,74,74.0,74,1,0,1,NO
153,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
68,26,8.666666666666666,18,1,0.3333333333333333,1,25,8.333333333333334,18,3,0,2,NO
100,59,59.0,59,0,0.0,0,59,59.0,59,1,0,1,NO
549,332,55.333333333333336,223,183,30.5,106,185,30.833333333333332,117,6,2,2,NO
437,12,12.0,12,0,0.0,0,12,12.0,12,1,1,1,NO
1033,149,21.285714285714285,83,157,22.428571428571427,128,98,14.0,45,7,3,2,NO
101,11,11.0,11,2,2.0,2,9,9.0,9,1,0,1,NO
331,23,11.5,18,47,23.5,42,24,12.0,24,2,1,1,NO
123,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
106,4,4.0,4,3,3.0,3,1,1.0,1,1,1,1,NO
106,2,2.0,2,1,1.0,1,1,1.0,1,1,1,1,NO
93,2,2.0,2,1,1.0,1,1,1.0,1,1,1,1,NO
101,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
38,2,2.0,2,9,9.0,9,7,7.0,7,1,0,1,NO
584,316,26.333333333333332,140,31,2.5833333333333335,19,285,23.75,121,12,1,3,NO
32,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
111,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
90,5,5.0,5,0,0.0,0,5,5.0,5,1,0,1,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
92,64,12.8,28,8,1.6,2,56,11.2,27,5,0,1,NO
885,476,34.0,125,165,11.785714285714286,37,351,25.071428571428573,118,14,1,3,NO
67,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
29,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
105,105,105.0,105,0,0.0,0,105,105.0,105,1,0,1,NO
72,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
47,5,5.0,5,9,9.0,9,4,4.0,4,1,0,1,NO
31,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
90,18,9.0,15,5,2.5,3,13,6.5,12,2,1,1,NO
223,190,23.75,68,135,16.875,86,173,21.625,59,8,1,2,NO
214,233,77.66666666666667,153,19,6.333333333333333,19,214,71.33333333333333,153,3,0,2,NO
107,33,16.5,29,7,3.5,5,26,13.0,24,2,1,2,NO
37,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
166,166,83.0,149,0,0.0,0,166,83.0,149,2,1,1,NO
213,241,60.25,163,28,7.0,28,213,53.25,163,4,1,1,NO
866,866,866.0,866,0,0.0,0,866,866.0,866,1,0,1,NO
159,190,63.333333333333336,118,31,10.333333333333334,19,159,53.0,118,3,0,1,NO
100,104,52.0,100,4,2.0,4,100,50.0,100,2,0,1,NO
96,100,50.0,96,4,2.0,4,96,48.0,96,2,0,1,NO
841,893,127.57142857142857,559,52,7.428571428571429,28,841,120.14285714285714,559,7,1,1,NO
525,127,14.11111111111111,40,38,4.222222222222222,13,89,9.88888888888889,28,9,1,3,NO
83,7,7.0,7,1,1.0,1,6,6.0,6,1,1,1,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
76,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
202,11,11.0,11,0,0.0,0,11,11.0,11,1,1,1,NO
155,10,5.0,7,15,7.5,9,7,3.5,6,2,0,2,NO
1262,695,63.18181818181818,330,339,30.818181818181817,131,454,41.27272727272727,199,11,3,3,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
101,19,9.5,18,12,6.0,9,11,5.5,9,2,0,2,NO
27,27,27.0,27,0,0.0,0,27,27.0,27,1,0,1,NO
22,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
489,11,3.6666666666666665,5,3,1.0,2,8,2.6666666666666665,5,3,0,2,NO
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
59,4,4.0,4,3,3.0,3,1,1.0,1,1,0,1,NO
99,5,5.0,5,0,0.0,0,5,5.0,5,1,0,1,NO
27,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
77,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
846,298,42.57142857142857,128,196,28.0,126,124,17.714285714285715,73,7,2,2,NO
64,2,1.0,1,2,1.0,1,0,0.0,0,2,0,1,NO
45,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
63,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
54,17,17.0,17,0,0.0,0,17,17.0,17,1,0,1,NO
64,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
132,9,9.0,9,1,1.0,1,8,8.0,8,1,0,1,NO
177,7,3.5,5,2,1.0,1,5,2.5,4,2,0,1,NO
70,70,70.0,70,0,0.0,0,70,70.0,70,1,0,1,NO
36,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
58,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
62,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
132,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
83,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
48,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
74,20,20.0,20,6,6.0,6,14,14.0,14,1,0,1,NO
86,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
355,22,11.0,20,22,11.0,20,0,0.0,0,2,0,1,NO
53,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
798,313,31.3,94,127,12.7,37,226,22.6,74,10,1,2,NO
75,44,22.0,38,8,4.0,5,36,18.0,35,2,0,1,NO
125,64,12.8,20,17,3.4,5,47,9.4,16,5,0,2,NO
200,129,21.5,81,14,2.3333333333333335,5,115,19.166666666666668,77,6,1,2,NO
134,161,40.25,82,27,6.75,13,134,33.5,82,4,0,1,NO
57,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
123,18,9.0,15,3,1.5,3,15,7.5,15,2,0,1,NO
204,4,4.0,4,1,1.0,1,3,3.0,3,1,0,1,NO
162,162,162.0,162,0,0.0,0,162,162.0,162,1,0,1,NO
130,131,65.5,130,1,0.5,1,130,65.0,130,2,0,1,NO
108,108,108.0,108,0,0.0,0,108,108.0,108,1,0,1,NO
353,354,177.0,353,1,0.5,1,353,176.5,353,2,0,1,NO
80,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
28,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
57,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
306,312,156.0,310,6,3.0,6,314,157.0,310,2,0,2,NO
340,77,77.0,77,183,183.0,183,106,106.0,106,1,0,1,NO
103,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
35,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
98,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,NO
117,38,38.0,38,0,0.0,0,38,38.0,38,1,0,1,NO
